MF-R300-2|Bourns Inc|918|1|$0.3378
6-1437657-9|TE Connectivity Ltd|4179|1|$0.9114
5747099-1|TE Connectivity Ltd|1244|1|$6.7200
AZ1117CH-5.0TRG1|Diodes Incorporated|46473|1|$0.0698
BAV199T-7-F|Diodes Incorporated|14475|1|$0.0616
D5V0L1B2S9-7|Diodes Incorporated|20000|1|$0.0373
63658-1|TE Connectivity Ltd|84000|1|$0.0690
C0603C222J5GACAUTO|KEMET Corporation|4000|1|$0.1470
DF2633F25V|Renesas Electronics Corporation|2|1|$19.7300
HAT2174H-EL-E|Renesas Electronics Corporation|2500|1|$0.5207
M3062LFGPFP#U3C|Renesas Electronics Corporation|13|1|$17.4600
M66291GP#RB0S|Renesas Electronics Corporation|15|1|$5.3933
1-103638-3|TE Connectivity Ltd|515|1|$1.3799
2-1103638-3|TE Connectivity Ltd|14|1|$15.4560
1-104479-0|TE Connectivity Ltd|91594|1|$0.0527
MF-RX250/72-2|Bourns Inc|6200|1|$0.2564
MF-RX250|Bourns Inc|5164|1|$0.2988
MF-RX250/72-0|Bourns Inc|2297|1|$0.3121
MF-RX250-2|Bourns Inc|1941|1|$0.5988
MOV-10D431KTR|Bourns Inc|1850|1|$0.1379
MM3Z51VB|ON Semiconductor|22060|1|$0.0648
5499160-4|TE Connectivity Ltd|77|1|$3.0240
5499922-8|TE Connectivity Ltd|4434|1|$3.1200
EC6480-000|TE Connectivity Ltd|10500|1|$0.0346
EC6488-000|TE Connectivity Ltd|8500|1|$0.0186
2-735075-6|TE Connectivity Ltd|14563|1|$0.0554
2-794954-0|TE Connectivity Ltd|4674|1|$0.1294
1721441-2|TE Connectivity Ltd|46231|1|$1.0080
3386P-1-502LF|Bourns Inc|16312|1|$0.7503
3386R-1-202LF|Bourns Inc|600|1|$0.7511
3549H-1AA-103A|Bourns Inc|72|1|$21.5282
AT24C08D-SSHM-B|Microchip Technology Inc|14330|1|$0.0932
ELC10D102E|Panasonic Electronic Components|500|1|$0.4598
ELC11D101F|Panasonic Electronic Components|961|1|$0.4921
ELL-6RH150M|Panasonic Electronic Components|12500|1|$0.4781
ELLATV180M|Panasonic Electronic Components|1400|1|$0.8018
ELL-VGG3R3N|Panasonic Electronic Components|3590|1|$0.1928
KBU6J-E4/51|Vishay Intertechnologies|317|1|$2.4190
KBU8J-E4/51|Vishay Intertechnologies|500|1|$2.2300
LH1540AT|Vishay Intertechnologies|144|1|$1.3351
MBR1060-E3/45|Vishay Intertechnologies|44000|1|$0.5946
MMSZ4699-E3-08|Vishay Intertechnologies|8003|1|$0.0679
MURS320-E3/57T|Vishay Intertechnologies|355|1|$0.4722
MURS360S-E3/52T|Vishay Intertechnologies|1450|1|$0.1334
NTCLE201E3302SB|Vishay Intertechnologies|1000|1|$1.0766
NTCLE203E3472FB0|Vishay Intertechnologies|499|1|$0.8527
NTCLE413E2103F102L|Vishay Intertechnologies|588|1|$1.1389
RGP15J-E3/54|Vishay Intertechnologies|4000|1|$0.0958
RS1K-E3/61T|Vishay Intertechnologies|3600|1|$0.1959
RS2J-E3/52T|Vishay Intertechnologies|3000|1|$0.2230
RS2K-E3/52T|Vishay Intertechnologies|1148|1|$0.1693
RS07G-GS08|Vishay Intertechnologies|29740|1|$0.1047
S07G-GS08|Vishay Intertechnologies|10370|1|$0.1800
3361P-1-203GLF|Bourns Inc|542|1|$0.7952
IHLP1616ABER2R2M11|Vishay Intertechnologies|11626|1|$1.1760
IHLP1616ABERR47M11|Vishay Intertechnologies|4000|1|$1.3914
IHLP1616BZERR10M01|Vishay Intertechnologies|3664|1|$1.1687
IHLP2020CZER220M11|Vishay Intertechnologies|106|1|$0.8876
IHLP2020CZER2R2M01|Vishay Intertechnologies|9988|1|$0.7746
IHLP2525CZER1R0M11|Vishay Intertechnologies|1277|1|$0.9886
IHLP3232DZER2R2M01|Vishay Intertechnologies|305|1|$0.8811
IHLP4040DZER4R7M01|Vishay Intertechnologies|3648|1|$1.3516
ES1A-E3/61T|Vishay Intertechnologies|2200|1|$0.2027
SFH6106-3T|Vishay Intertechnologies|27690|1|$0.1571
SFH6106-4T|Vishay Intertechnologies|43781|1|$0.1571
T520V227M006ATE025|KEMET Corporation|1000|1|$1.8886
T520V477M2R5ATE009|KEMET Corporation|388|1|$2.0007
T591D226M025ATE060|KEMET Corporation|488|1|$1.3052
FSA3357L8X|ON Semiconductor|92874|1|$0.3255
FSA551UCX|ON Semiconductor|65|1|$0.9792
SRN4018TA-150M|Bourns Inc|3760|1|$0.1952
SRN4018TA-4R7M|Bourns Inc|2950|1|$0.1951
SRN5040-3R3M|Bourns Inc|561|1|$0.2419
RLB9012-221KL|Bourns Inc|543|1|$0.3496
RLB9012-222KL|Bourns Inc|2806|1|$0.2772
293D108X0004E2TE3|Vishay Intertechnologies|385|1|$2.2740
STM32F205RBT6|STMicroelectronics|881|1|$4.5960
STM32F207IGH6|STMicroelectronics|5383|1|$9.8990
316088-1|TE Connectivity Ltd|1553|1|$0.1244
316454-1|TE Connectivity Ltd|1716|1|$0.5160
SDR0403-1R0ML|Bourns Inc|4998|1|$0.1989
SDR0403-220ML|Bourns Inc|5974|1|$0.1989
BAS16-HE3-08|Vishay Intertechnologies|11563|1|$0.0499
BAS170WS-E3-08|Vishay Intertechnologies|1665|1|$0.0801
BAT54WS-E3-08|Vishay Intertechnologies|117000|1|$0.0569
BPW85A|Vishay Intertechnologies|5588|1|$0.2200
BY269-TR|Vishay Intertechnologies|17940|1|$0.3870
BYV28-100-TAP|Vishay Intertechnologies|10300|1|$0.4645
BYV28-200-TAP|Vishay Intertechnologies|11942|1|$0.5040
141708-1|TE Connectivity Ltd|84720|1|$0.3990
1-141708-1|TE Connectivity Ltd|21536|1|$0.0972
MH1608-601Y|Bourns Inc|14303|1|$0.0194
SMBJ18CA|Littelfuse Inc|54030|1|$0.0999
SMBJ18CA|ON Semiconductor|18365|1|$0.1150
SMBJ18CA-13-F|Diodes Incorporated|14456|1|$0.2284
SMBJ18CA-H|Bourns Inc|11890|1|$0.1306
SMBJ18CA-TR|STMicroelectronics|9529|1|$0.2377
SMBJ18CA|Bourns Inc|8449|1|$0.2140
SMBJ18CA-TP|Micro Commercial Components|2493|1|$0.1192
SMBJ18CAE3/52|Vishay Intertechnologies|2250|1|$0.1606
C0603C470J1GACAUTO|KEMET Corporation|18800|1|$0.0290
24LC1025-I/SM|Microchip Technology Inc|4964|1|$2.7500
24LC1025T-I/SM|Microchip Technology Inc|2100|1|$2.8000
350764-4|TE Connectivity Ltd|2036|1|$1.1214
350783-1|TE Connectivity Ltd|1962|1|$0.3264
350980-2|TE Connectivity Ltd|22855|1|$0.0239
350991-4|TE Connectivity Ltd|1256|1|$1.0350
5-1393788-7|TE Connectivity Ltd|4982|1|$1.1800
5-1419102-4|TE Connectivity Ltd|4572|1|$2.1240
SMBJ20CA-E3/52|Vishay Intertechnologies|29250|1|$0.1577
SMBJ7.0CA-E3/52|Vishay Intertechnologies|519|1|$0.3345
SMCJ70A-E3/57T|Vishay Intertechnologies|850|1|$0.2393
SMF26A-E3-08|Vishay Intertechnologies|59960|1|$0.1868
5747845-6|TE Connectivity Ltd|4710|1|$3.7800
5747847-4|TE Connectivity Ltd|1047|1|$3.4128
68683-332LF|Amphenol ICC|10|1|$8.8640
SRP1238A-6R8M|Bourns Inc|993|1|$0.8596
SRP1245A-6R0M|Bourns Inc|966|1|$0.8219
4-1623925-7|TE Connectivity Ltd|2000|1|$0.0288
2-1623925-7|TE Connectivity Ltd|1000|1|$0.0288
Q13MC1462000100|Epson Electronics America Inc|27560|1|$0.1400
5-1462000-1|TE Connectivity Ltd|2900|1|$1.6320
4-1462000-1|TE Connectivity Ltd|1514|1|$1.5484
1462000-1|TE Connectivity Ltd|250|1|$1.7483
6-1462000-1|TE Connectivity Ltd|217|1|$1.9560
1-1462038-2|TE Connectivity Ltd|17377|1|$1.5000
5-102202-8|TE Connectivity Ltd|136|1|$1.8169
5-102692-3|TE Connectivity Ltd|726|1|$3.6360
5-103326-7|TE Connectivity Ltd|194|1|$1.6849
5-104746-2|TE Connectivity Ltd|1371|1|$1.7880
GF1ME3/67A|Vishay Intertechnologies|7500|1|$0.1029
RGF1M-E367A|Vishay Intertechnologies|5908|1|$0.1653
IHLP1616ABER1R0M01|Vishay Intertechnologies|1965|1|$1.3989
AL5809-90P1-7|Diodes Incorporated|1285|1|$0.1971
AS393MTR-G1|Diodes Incorporated|100000|1|$0.0540
1-87175-2|TE Connectivity Ltd|14310|1|$0.6360
2-87175-2|TE Connectivity Ltd|1435|1|$2.3447
87175-2|TE Connectivity Ltd|813|1|$0.8520
6609009-4|TE Connectivity Ltd|58|1|$10.7320
66460-7|TE Connectivity Ltd|77748|1|$0.5880
6-66460-7|TE Connectivity Ltd|732|1|$0.6170
696437-000|TE Connectivity Ltd|16|1|$13.0200
2643000301|Fair-Rite Products Corp|45956|1|$0.0127
5943000301|Fair-Rite Products Corp|6504|1|$0.1658
4300.0301|Schurter Electronic Components|100|1|$2.2080
DM320100|Microchip Technology Inc|104|1|$67.7500
1-640445-3|TE Connectivity Ltd|453|1|$0.7100
1-640456-2|TE Connectivity Ltd|36368|1|$0.2264
RL622-470K-RC|Bourns Inc|3792|1|$0.3319
644752-3|TE Connectivity Ltd|61808|1|$0.1071
1-644752-3|TE Connectivity Ltd|63|1|$0.4800
644752-6|TE Connectivity Ltd|1582|1|$0.2515
6469025-1|TE Connectivity Ltd|2464|1|$5.2200
5650461-4|TE Connectivity Ltd|104|1|$4.5590
66023-2|TE Connectivity Ltd|8774|1|$0.3720
6609015-5|TE Connectivity Ltd|403|1|$9.1680
66098-9|TE Connectivity Ltd|50309|1|$0.3083
1-66098-9|TE Connectivity Ltd|48048|1|$0.2041
66099-4|TE Connectivity Ltd|46393|1|$0.3984
1-66099-4|TE Connectivity Ltd|1200|1|$0.6169
2-6609940-2|TE Connectivity Ltd|24|1|$19.3200
1-6609946-4|TE Connectivity Ltd|16|1|$18.0720
2-6609942-1|TE Connectivity Ltd|13|1|$18.4920
3-6609940-4|TE Connectivity Ltd|10|1|$19.0080
7-6609940-1|TE Connectivity Ltd|7|1|$19.6560
1-6609948-1|TE Connectivity Ltd|6|1|$16.2720
1-6609948-6|TE Connectivity Ltd|6|1|$16.8960
2-6609946-7|TE Connectivity Ltd|6|1|$20.2920
6609940-8|TE Connectivity Ltd|5|1|$21.4320
2-6609942-9|TE Connectivity Ltd|5|1|$17.8800
7-6609940-0|TE Connectivity Ltd|4|1|$21.2520
4-6609940-0|TE Connectivity Ltd|2|1|$22.8960
4-6609940-2|TE Connectivity Ltd|2|1|$20.2320
ADS1115IRUGR|Texas Instruments|5222|1|$3.0790
1N4745A-TAP|Vishay Intertechnologies|24390|1|$0.0407
1N4937-E3/54|Vishay Intertechnologies|148340|1|$0.0422
TPSC227K006R0070|AVX Corporation|2411|1|$0.7247
IS61WV25616BLL-10TLI-TR|Integrated Silicon Solution Inc|8000|1|$1.8750
IS61WV51216EDBLL-10TLI|Integrated Silicon Solution Inc|84|1|$10.7590
IS61WV6416EEBLL-10TLI|Integrated Silicon Solution Inc|270|1|$1.1419
IS62C256AL-45ULI-TR|Integrated Silicon Solution Inc|59618|1|$0.9261
IS62WV5128EBLL-45HLI|Integrated Silicon Solution Inc|14040|1|$4.8353
TS27L4IPT|STMicroelectronics|900|1|$0.4444
TS339CDT|STMicroelectronics|2500|1|$0.2663
LPC11E68JBD64E|NXP Semiconductors|170|1|$3.5450
24LC128-I/SN|Microchip Technology Inc|18949|1|$0.4935
24LC128-I/SNG|Microchip Technology Inc|1173|1|$0.5483
SMAJ58CA-13-F|Diodes Incorporated|32580|1|$0.0911
SMAJ58CA|Littelfuse Inc|25187|1|$0.1295
SMAJ58CA|Bourns Inc|11809|1|$0.2072
SMAJ58CA-TP|Micro Commercial Components|4901|1|$0.0912
SMAJ58CA R3G|Taiwan Semiconductor|3600|1|$0.1295
IS25LP256D-JLLE|Integrated Silicon Solution Inc|5020|1|$3.1420
IS25WP032D-JKLE|Integrated Silicon Solution Inc|7410|1|$1.0196
IS31LT3360-SDLS4-TR|Integrated Silicon Solution Inc|4998|1|$0.5263
IS42S16100H-7TLI|Integrated Silicon Solution Inc|252|1|$1.5263
IS42S16160G-7BLI|Integrated Silicon Solution Inc|27551|1|$5.4320
IS42S16160G-7BLI-TR|Integrated Silicon Solution Inc|11174|1|$3.4800
2-323762-1|TE Connectivity Ltd|1045|1|$0.5400
2-33457-2|TE Connectivity Ltd|20106|1|$0.1146
282088-1|TE Connectivity Ltd|82437|1|$1.8624
SR211A471JARTR1|AVX Corporation|7900|1|$0.3316
1-1102261-6|TE Connectivity Ltd|38|1|$17.5392
1-1123722-5|TE Connectivity Ltd|30891|1|$0.0456
SRR1280-4R7Y|Bourns Inc|542|1|$0.4415
SRR1280-6R8Y|Bourns Inc|611|1|$0.5491
MF-RX110-2|Bourns Inc|7500|1|$0.2274
MF-RX110/72-0|Bourns Inc|6866|1|$0.1929
MF-SM125-2-99|Bourns Inc|2770|1|$0.5355
MF-USMF075-2|Bourns Inc|7140|1|$0.2580
1-1469492-2|TE Connectivity Ltd|1793|1|$18.2903
1-1571636-0|TE Connectivity Ltd|2400|1|$0.2760
1-1586019-2|TE Connectivity Ltd|603|1|$0.1133
1-1609112-8|TE Connectivity Ltd|798|1|$6.5634
EEF-CX0J151XR|Panasonic Electronic Components|13590|1|$0.3291
PVG5A200C03R00|Bourns Inc|365|1|$2.7770
PWR163S-25-4R70F|Bourns Inc|300|1|$2.1070
PWR220T-20-R200F|Bourns Inc|200|1|$3.1720
IS42S16400J-5TL|Integrated Silicon Solution Inc|51013|1|$1.8489
KSP44BU|ON Semiconductor|300681|1|$0.0541
LC01707PLF-TLM-H|ON Semiconductor|35000|1|$4.6424
LC05132C01NMTTTG|ON Semiconductor|192000|1|$0.7612
HCPL2630SD|ON Semiconductor|54135|1|$0.9712
HCPL2630SDM|ON Semiconductor|90|1|$2.3283
HCPL2731SDM|ON Semiconductor|2000|1|$1.0286
HCPL2731SM|ON Semiconductor|1000|1|$1.1194
B82422H1102K|TDK Epcos|1350|1|$0.2911
647663-2|TE Connectivity Ltd|25780|1|$0.0252
6609067-5|TE Connectivity Ltd|1|1|$491.5320
AT24C04D-SSHM-T|Microchip Technology Inc|12932|1|$0.1154
LM4050CIM3-4.1/NOPB|Texas Instruments|800|1|$1.2238
LM4051AIM3-1.2/NOPB|Texas Instruments|1000|1|$1.4474
LM4120AIM5-3.3/NOPB|Texas Instruments|48|1|$2.0145
DS92LV010ATMX/NOPB|Texas Instruments|1417|1|$2.6570
EV2300|Texas Instruments|28|1|$211.9000
INA168NA/250|Texas Instruments|1050|1|$1.0492
TLE42062GXUMA1|Infineon Technologies AG|2482|1|$1.0161
TLE42754DATMA1|Infineon Technologies AG|4906|1|$0.8256
TLE42764DVATMA1|Infineon Technologies AG|4905|1|$0.8551
TLE42764DV50ATMA1|Infineon Technologies AG|2310|1|$1.1973
TLE42764DV|Infineon Technologies AG|2227|1|$1.0162
TLE49411CBAMA1|Infineon Technologies AG|1499|1|$1.5990
TLE49462KHTSA1|Infineon Technologies AG|5939|1|$0.3442
MS27508E8B98P|Amphenol Corporation|89|1|$55.9470
HK10053N0S-TV|TAIYO YUDEN|9890|1|$0.0757
HK10053N0S-T|TAIYO YUDEN|7950|1|$0.0684
NR6045T100M|TAIYO YUDEN|7740|1|$0.1441
SFT1443-TL-W|ON Semiconductor|4900|1|$0.3086
SGL50N60RUFDTU|ON Semiconductor|324|1|$4.8040
SMBJ110A|ON Semiconductor|324000|1|$0.0835
SMBJ110A|Bourns Inc|10150|1|$0.0883
SMBJ110A|Littelfuse Inc|2475|1|$0.0909
FDMC8015L|ON Semiconductor|3073|1|$0.2238
MRFE6VP61K25HSR5|NXP Semiconductors|560|1|$205.6490
TAP105K025SCS|AVX Corporation|883|1|$0.2244
1210SC272MAT1A|AVX Corporation|1950|1|$0.8492
OPA847IDBVT|Texas Instruments|623|1|$2.4097
OPA875IDR|Texas Instruments|7500|1|$2.9799
OPA875ID|Texas Instruments|81|1|$3.3400
OPA875IDGKT|Texas Instruments|77|1|$4.1430
PCA9306DCTRG4|Texas Instruments|2366|1|$0.2631
PCM1681PWPR|Texas Instruments|10783|1|$1.5910
PCM1723E/2K|Texas Instruments|2000|1|$6.8810
TLV62568ADRLT|Texas Instruments|1750|1|$0.7686
PCT2075D,118|NXP Semiconductors|3349|1|$0.2949
MT48LC4M32B2B5-6A:L|Micron Technology Inc|1240|1|$6.3194
S912XEP100BMAG|NXP Semiconductors|900|1|$25.0000
S9KEAZ64AMLK|NXP Semiconductors|90|1|$1.5938
TLE6230GPAUMA1|Infineon Technologies AG|2905|1|$2.6244
EZJ-Z1V171AA|Panasonic Electronic Components|7570|1|$0.0731
LKP1AF-24V|Panasonic Electronic Components|368|1|$1.2652
0031.1673|Schurter Electronic Components|336|1|$1.0341
MC9S08SE8CWLR|NXP Semiconductors|1000|1|$2.1600
MC9S12A256CPVE|NXP Semiconductors|1880|1|$18.5400
MC9S12DP512CPVE|NXP Semiconductors|636|1|$26.2100
MC9S12DP512CPVER|NXP Semiconductors|194|1|$26.3100
MC9S12XET256MAL|NXP Semiconductors|605|1|$8.7884
MCF51AC256BCPUE|NXP Semiconductors|1268|1|$8.7600
MCF51QM128VLH|NXP Semiconductors|1119|1|$3.5370
TJA1028T/5V0/20/1J|NXP Semiconductors|2365|1|$0.8801
TJA1029T,118|NXP Semiconductors|2305|1|$0.5945
A1006TL/TA1NXZ|NXP Semiconductors|4000|1|$0.4760
AFT27S010NT1|NXP Semiconductors|983|1|$12.3590
BAP64Q,125|NXP Semiconductors|6535|1|$0.2945
BB201,215|NXP Semiconductors|8998|1|$0.2547
MK21DX256AVMC5|NXP Semiconductors|448|1|$4.4958
MK21FN1M0VMC12|NXP Semiconductors|1439|1|$7.0110
MK21FN1M0VMD12|NXP Semiconductors|480|1|$7.2870
MK22DX128VLH5|NXP Semiconductors|620|1|$4.2530
T1042NSN7MQB|NXP Semiconductors|60|1|$60.2800
TDA8020HL/C2,118|NXP Semiconductors|4000|1|$2.3467
TDA8023TT/C1,118|NXP Semiconductors|7345|1|$0.8868
TEA1733LT/N1,118|NXP Semiconductors|2500|1|$0.3164
SMBJ20CA|Littelfuse Inc|74474|1|$0.1013
SMBJ20CA-E3/52|Vishay Intertechnologies|29250|1|$0.1577
SMBJ20CA|Bourns Inc|3006|1|$0.2140
SMBJ20CA|ON Semiconductor|1711|1|$0.3416
SMBJ20CA-TP|Micro Commercial Components|1483|1|$0.1168
SMBJ20CA-13-F|Diodes Incorporated|725|1|$0.3983
FSQ0765RQWDTU|ON Semiconductor|400|1|$1.2597
FST16233MTDX|ON Semiconductor|125890|1|$0.6209
FSUSB30MUX|ON Semiconductor|12195|1|$0.2009
FSUSB31K8X|ON Semiconductor|1230|1|$0.6205
FDN358P|ON Semiconductor|3013|1|$0.1298
FDN359AN|ON Semiconductor|85500|1|$0.0971
C0402C473K3RACAUTO|KEMET Corporation|19500|1|$0.0900
C0603C102J3RAC 7867|KEMET Corporation|12000|1|$0.0109
2-487406-3|TE Connectivity Ltd|138818|1|$0.1025
1416200-9|TE Connectivity Ltd|2000|1|$3.0000
STM32F072C8T6|STMicroelectronics|206732|1|$1.6308
STM32F072C8T6TR|STMicroelectronics|4750|1|$1.9270
STM32F072R8T6|STMicroelectronics|10155|1|$2.2230
STM32F072R8T6TR|STMicroelectronics|61|1|$2.7120
VS-MUR3020WTPBF|Vishay Intertechnologies|1635|1|$1.4000
TCMD1000|Vishay Intertechnologies|1653|1|$0.4015
TFBS4711-TT1|Vishay Intertechnologies|1045|1|$3.0650
TLLG4400|Vishay Intertechnologies|81798|1|$0.1037
TSSS2600|Vishay Intertechnologies|4575|1|$0.2582
TZM5235B-GS08|Vishay Intertechnologies|12500|1|$0.0251
TZMB6V8GS08|Vishay Intertechnologies|21849|1|$0.0645
TZMC3V3-GS08|Vishay Intertechnologies|12500|1|$0.0348
TZMC4V7-GS08|Vishay Intertechnologies|17131|1|$0.0324
STM8S207CBT6TR|STMicroelectronics|29|1|$1.7774
BLE-IOT-GEVB|ON Semiconductor|77|1|$44.9300
TPS22968NQDMGRQ1|Texas Instruments|11102|1|$0.3811
321684|TE Connectivity Ltd|12834|1|$0.1032
LIS3MDLTR|STMicroelectronics|19335|1|$0.8255
CD214C-S3M|Bourns Inc|8950|1|$0.2141
CS3M-E3/I|Vishay Intertechnologies|7202|1|$0.1003
WS3M33R0J|Bourns Inc|4900|1|$0.1272
HS3M R7|Taiwan Semiconductor|1700|1|$0.1356
S3M|ON Semiconductor|1060|1|$0.1280
HS3M R7G|Taiwan Semiconductor|850|1|$0.1535
S3MBR5G|Taiwan Semiconductor|700|1|$0.0997
PDS1-S12-S3-M-TR|CUI Inc|500|1|$4.4470
CSTLS3M68G56-B0|Murata Manufacturing Co Ltd|496|1|$0.1501
500SSP1S3M7REA|E-Switch Inc|400|1|$2.7333
500SSP1S3M6REA|E-Switch Inc|300|1|$2.3853
H3Y4US3MAC120|OMRON Corporation|42|1|$77.4750
A22S-3M-20|OMRON Corporation|7|1|$32.3176
A22S-3M-11|OMRON Corporation|3|1|$32.3176
STM706M6F|STMicroelectronics|2425|1|$1.0918
L4978|STMicroelectronics|1868|1|$1.9640
L4978D|STMicroelectronics|582|1|$1.9920
L4978D013TR|STMicroelectronics|494|1|$2.2790
1206YC684KAT2A|AVX Corporation|6000|1|$0.0625
VP5-0083TR-R|Eaton Corporation|205|1|$6.2828
STU7N65M2|STMicroelectronics|50|1|$0.9767
B72500E8140S160|TDK Epcos|22000|1|$0.0974
0190030011|Molex|4169|1|$0.1122
0ZCG0030FF2C|Bel Fuse|732|1|$0.0692
SRR7045-220M|Bourns Inc|802|1|$0.4595
SRU1038-330Y|Bourns Inc|1463|1|$0.3851
SRU1048-151Y|Bourns Inc|1954|1|$0.3825
SMBJ7.5CA|Littelfuse Inc|100762|1|$0.0989
SMBJ75CA|ON Semiconductor|43368|1|$0.0862
SMBJ7.5CA-E3/5B|Vishay Intertechnologies|19200|1|$0.4533
SMBJ7.5CA|Bourns Inc|14589|1|$0.0891
SMBJ75CA|Bourns Inc|3251|1|$0.2140
SMBJ75CA-TP|Micro Commercial Components|3000|1|$0.1631
SMBJ7.5CA-13-F|Diodes Incorporated|3000|1|$0.0973
SMBJ7.5CAE3/TR13|Microsemi Corporation|3000|1|$0.2222
MSMBJ7.5CA|Microsemi Corporation|1100|1|$0.8741
SMCJ28A|Bourns Inc|22433|1|$0.1817
SMCJ28A-TP|Micro Commercial Components|11951|1|$0.1841
SMCJ28A|Littelfuse Inc|6000|1|$0.1964
SMCJ28A-E3/57T|Vishay Intertechnologies|4126|1|$0.2119
3.0SMCJ28A-13|Diodes Incorporated|2690|1|$0.9456
SMCJ28A R7G|Taiwan Semiconductor|1700|1|$0.2262
SMCJ28A|ON Semiconductor|1306|1|$0.2643
CAT9554YI-GT2|ON Semiconductor|79|1|$1.1524
CAV24C02WE-GT3|ON Semiconductor|760|1|$0.3360
4-2176057-9|TE Connectivity Ltd|565|1|$0.2105
4-640426-0|TE Connectivity Ltd|216|1|$0.3960
TSOP57438TT1|Vishay Intertechnologies|3297|1|$1.2468
TSOP75238TR|Vishay Intertechnologies|3678|1|$0.8960
TSOP75238WTR|Vishay Intertechnologies|2770|1|$1.0961
TZMC15GS08|Vishay Intertechnologies|14027|1|$0.0216
V10WL45-M3/I|Vishay Intertechnologies|1897|1|$0.5083
V10WM100-M3/I|Vishay Intertechnologies|10000|1|$0.5737
FQA30N40|ON Semiconductor|15750|1|$2.4755
TDSL3160|Vishay Intertechnologies|320|1|$0.7558
TFDU4301-TT3|Vishay Intertechnologies|852|1|$3.7690
TLHK5800|Vishay Intertechnologies|4995|1|$0.1301
TLMG1100-GS08|Vishay Intertechnologies|165000|1|$0.0636
TSHF6210|Vishay Intertechnologies|3998|1|$0.3266
TSMP58000|Vishay Intertechnologies|1396|1|$0.4574
TSOP34136|Vishay Intertechnologies|2150|1|$0.5031
TSOP4138|Vishay Intertechnologies|1620|1|$0.2834
TSOP6238TT|Vishay Intertechnologies|26637|1|$0.4275
TZM5250B-GS08|Vishay Intertechnologies|10388|1|$0.0475
TZMC13-GS08|Vishay Intertechnologies|12330|1|$0.0475
UF4004-E3/54|Vishay Intertechnologies|5500|1|$0.2031
DR331-513AE|Bourns Inc|1500|1|$0.4568
MF-FSMF035X-2|Bourns Inc|8724|1|$0.3603
1735164-1|TE Connectivity Ltd|6144|1|$3.6600
173974-1|TE Connectivity Ltd|52951|1|$0.0396
7-173974-1|TE Connectivity Ltd|6671|1|$0.0576
3590S-2-102L|Bourns Inc|544|1|$8.4455
3590S-2-202L|Bourns Inc|462|1|$8.0084
3590S-2-502L|Bourns Inc|2057|1|$9.0912
4308H-102-682LF|Bourns Inc|960|1|$0.9236
4606X-101-103LF|Bourns Inc|27630|1|$0.0311
4610X-101-472LF|Bourns Inc|64502|1|$0.0524
696684-000|TE Connectivity Ltd|26|1|$13.5720
7-1393243-5|TE Connectivity Ltd|12566|1|$1.4600
HCPL0611|ON Semiconductor|8156|1|$1.0464
HCPL0611R2|ON Semiconductor|7500|1|$1.5099
HCPL0637|ON Semiconductor|8648|1|$1.3601
HCPL2601|ON Semiconductor|23646|1|$0.7649
HCPL2601S|ON Semiconductor|6694|1|$0.7352
HCPL2601SD|ON Semiconductor|4000|1|$0.9482
HCPL2601S|ON Semiconductor|6694|1|$0.7352
HCPL2601SD|ON Semiconductor|4000|1|$0.9482
HCPL2630|ON Semiconductor|73429|1|$0.8249
HCPL2630SD|ON Semiconductor|54135|1|$0.9712
HCPL2630S|ON Semiconductor|6586|1|$1.1815
HCPL2630V|ON Semiconductor|1000|1|$0.9549
HCPL2630SM|ON Semiconductor|1000|1|$1.4595
HCPL2630M|ON Semiconductor|880|1|$1.2760
HCPL2630SV|ON Semiconductor|544|1|$1.5000
HCPL2630SDM|ON Semiconductor|90|1|$2.3283
3314J-1-104E|Bourns Inc|1396|1|$0.7200
3314Z-1-102E|Bourns Inc|200|1|$1.6409
RB068L100TE25|ROHM Semiconductor|30630|1|$0.1632
IHLP4040DZER3R3M5A|Vishay Intertechnologies|211|1|$0.8949
IHLP6767GZER220M5A|Vishay Intertechnologies|65|1|$3.5230
IHLP6767GZER4R7M11|Vishay Intertechnologies|1440|1|$2.6760
ILD206T|Vishay Intertechnologies|87900|1|$0.2676
ILD211T|Vishay Intertechnologies|2000|1|$0.7242
HLMP1301|Everlight Electronics Co Ltd|2492|1|$0.0886
HLMP-1719|Everlight Electronics Co Ltd|10000|1|$0.0728
S1721-46R|Harwin|15000|1|$0.1275
0446610002|Molex|450|1|$3.0370
ERB-RE1R50V|Panasonic Electronic Components|8630|1|$0.1361
D38999/26FC35SN|SOURIAU|979|1|$31.5897
D38999/26FC35SN-LC|SOURIAU|979|1|$30.4382
D38999/26FC35SN|TE Connectivity Ltd|965|1|$50.2900
D38999/26FC35SN LC|TE Connectivity Ltd|965|1|$33.5700
D38999/26FC35SN|Amphenol Corporation|961|1|$28.9655
D38999/26FC35SN(LC)|Amphenol Corporation|959|1|$16.8500
D38999/26FC35SN|TE Connectivity Ltd|103|1|$47.0249
D38999/26FC35SN-U|Amphenol Corporation|40|1|$56.0059
D38999/26FC35SN-US|Amphenol Corporation|40|1|$58.2676
D38999/26FC35SN-UWBSB2|Amphenol Corporation|40|1|$74.0771
D38999/26FC35SN-UWHST2|Amphenol Corporation|25|1|$65.1243
D38999/26FC35SN-UWSB2|Amphenol Corporation|19|1|$79.3428
LUSB-3193-00|Amphenol Corporation|23|1|$4.2020
